model_key,model_id,backend,family,dataset_key,sample_cap,num_clips,failed_clips,wer,cer,rtfx_mean,rtfx_p50,rtfx_p10,latency_ms_mean,latency_ms_p50,latency_ms_p90,gpu_peak_mem_mb,model_load_mem_mb,wall_time_s,audio_duration_s_total,gpu_name
parakeet-ctc-1.1b,nvidia/parakeet-ctc-1.1b,nemo,parakeet,ami_ihm,30,30,0,0.304,0.20216606498194944,9.003036513622073,5.786250621583644,1.8498340272674256,161.2434466679891,154.1670560836792,201.62572860717773,0.0,4100.0,5.775694370269775,40.759937500000014,Tesla T4
parakeet-tdt_ctc-110m,nvidia/parakeet-tdt_ctc-110m,nemo,parakeet,voxpopuli_en,30,30,0,0.06891701828410689,0.04103831891223733,5.419667456821049,5.057149516428867,2.6177125714079548,1658.214807510376,1655.1330089569092,1691.855502128601,50.0,460.0,65.56273579597473,270.96624999999995,Tesla T4
parakeet-tdt-0.6b-v3,nvidia/parakeet-tdt-0.6b-v3,nemo,parakeet,ami_ihm,30,30,0,0.192,0.15342960288808663,13.666074596975053,10.40184693544522,3.6014566729428514,96.85642719268799,91.99655055999756,122.17650413513185,0.0,2454.0,3.7775726318359375,40.759937500000014,Tesla T4
parakeet-rnnt-1.1b,nvidia/parakeet-rnnt-1.1b,nemo,parakeet,voxpopuli_en,30,30,0,0.05907172995780591,0.03411619283065513,41.91556102216972,45.04170067465003,24.27200592081503,203.37225596110025,182.56747722625732,258.4147691726685,0.0,4136.0,151.9740345478058,270.96624999999995,Tesla T4
parakeet-tdt-0.6b-v2,nvidia/parakeet-tdt-0.6b-v2,nemo,parakeet,librispeech_clean,30,30,0,0.016420361247947456,0.006125574272588055,39.02694576208416,35.15260545817843,12.975881287619401,242.710280418396,162.3995304107666,382.28054046630865,164.0,2410.0,8.348075151443481,217.70006249999997,Tesla T4
gemma-4-E4B-it,google/gemma-4-E4B-it,transformers,gemma4,voxpopuli_en,30,30,0,0.14064697609001406,0.0865265760197775,0.19945118970070044,0.21011539243310545,0.1324393910163541,44566.14535649618,41710.70945262909,71971.8423128128,5474.0,7940.875,1350.858844280243,270.96624999999995,Tesla T4
parakeet-tdt_ctc-110m,nvidia/parakeet-tdt_ctc-110m,nemo,parakeet,librispeech_other,30,30,0,0.028716216216216218,0.012015104703055269,3.25389185321432,2.5791972370948066,1.5371617593626146,1650.0660419464111,1652.3619890213013,1684.2936277389526,70.0,460.0,50.65325856208801,161.79000000000002,Tesla T4
fw-large-v3-turbo,large-v3-turbo,faster-whisper,whisper,librispeech_other,30,30,0,0.030405405405405407,0.014418125643666324,13.35340433326912,11.154038692539988,6.978037228236674,388.55414390563965,384.49275493621826,428.5303354263306,288.0,1696.0,12.639716386795044,161.79000000000002,Tesla T4
whisper-small.en,openai/whisper-small.en,transformers,whisper,librispeech_other,30,30,0,0.0472972972972973,0.018194301407483692,9.6438418715807,9.629512989943848,7.37109855326423,555.7827552159628,474.7995138168335,930.61318397522,0.0,600.875,17.936143398284912,161.79000000000002,Tesla T4
parakeet-tdt-0.6b-v3,nvidia/parakeet-tdt-0.6b-v3,nemo,parakeet,librispeech_clean,30,30,0,0.024630541871921183,0.008269525267993875,53.27021487840745,54.56393259452962,25.577939775886442,186.997922261556,123.41058254241943,189.6042585372925,164.0,2454.0,6.76031494140625,217.70006249999997,Tesla T4
parakeet-tdt-0.6b-v2,nvidia/parakeet-tdt-0.6b-v2,nemo,parakeet,voxpopuli_en,30,30,0,0.06047819971870605,0.037082818294190356,78.36062262327472,86.1600105251116,34.7225764723367,111.1897627512614,93.91963481903076,166.57035350799566,0.0,2410.0,16.80491542816162,270.96624999999995,Tesla T4
parakeet-ctc-0.6b,nvidia/parakeet-ctc-0.6b,nemo,parakeet,librispeech_other,30,30,0,0.016891891891891893,0.006179196704428424,51.97517967083635,45.32302859497091,22.51276129554189,106.83517456054688,107.35714435577393,133.39955806732178,0.0,2370.0,4.3535778522491455,161.79000000000002,Tesla T4
whisper-tiny.en,openai/whisper-tiny.en,transformers,whisper,voxpopuli_en,30,30,0,0.11814345991561181,0.0630407911001236,35.525334576332014,35.9808177420925,23.49061968180958,244.54890886942545,233.1169843673706,382.0827007293702,0.0,74.0,20.69661545753479,270.96624999999995,Tesla T4
whisper-large-v2,openai/whisper-large-v2,transformers,whisper,librispeech_other,30,30,0,0.03209459459459459,0.012358393408856848,3.1052480262433515,3.157077544586267,2.3265538974602933,1668.7760988871257,1460.5917930603027,2435.5065107345586,0.0,3180.0,51.125887393951416,161.79000000000002,Tesla T4
fw-distil-large-v3,distil-large-v3,faster-whisper,whisper,ami_ihm,30,30,0,0.24,0.1967509025270758,3.95475030810787,3.062705326184922,0.8828576265330904,333.89203548431396,327.0759582519531,356.60316944122314,224.0,1568.0,10.988083124160767,40.759937500000014,Tesla T4
whisper-medium.en,openai/whisper-medium.en,transformers,whisper,earnings22,30,30,0,0.1928721174004193,0.12339137017411052,6.203703080207433,6.555201582851303,3.4880970133869185,859.9181811014811,822.6404190063477,1290.0226593017578,0.0,1466.0,37.30071759223938,168.46162499999994,Tesla T4
