model_key,model_id,backend,family,dataset_key,sample_cap,num_clips,failed_clips,wer,cer,rtfx_mean,rtfx_p50,rtfx_p10,latency_ms_mean,latency_ms_p50,latency_ms_p90,gpu_peak_mem_mb,model_load_mem_mb,wall_time_s,audio_duration_s_total,gpu_name
whisper-small,openai/whisper-small,transformers,whisper,voxpopuli_lt,300,42,0,0.5780487804878048,0.25105075978014874,9.166650808113216,8.993878177661582,7.132495599493617,1149.0046637398857,1105.600357055664,1697.912263870239,0.0,478.0,49.27500820159912,436.524875,Tesla T4
parakeet-tdt-lt,sliderforthewin/parakeet-tdt-lt,nemo,parakeet,common_voice_25_lt,300,300,0,0.15804597701149425,0.03618756371049949,80.39663038507646,77.84016474270351,56.27003096209442,72.8792421023051,69.74101066589355,76.17378234863281,0.0,0.0,23.614015817642212,1719.7432499999986,unknown
whisper-large-v2,openai/whisper-large-v2,transformers,whisper,voxpopuli_lt,300,42,0,0.3304878048780488,0.2032007759456838,2.916692788340729,2.911790094705373,2.2931769421619697,3573.226355371021,3386.569857597351,5366.8325901031485,0.0,3288.875,151.256516456604,436.524875,Tesla T4
whisper-medium,openai/whisper-medium,transformers,whisper,fleurs_lt,300,300,0,0.40618019359642593,0.10363898078234299,4.854863418954476,4.531523828292558,3.477877390101703,2308.8648064931235,2158.672094345093,3219.0213680267334,0.0,1446.0,698.6945588588715,3332.880000000001,Tesla T4
fw-large-v3,large-v3,faster-whisper,whisper,voxpopuli_lt,300,42,0,0.2890243902439024,0.19705787261558358,7.515090337512604,7.150886729866684,5.195717243316075,1405.4705188387916,1330.204725265503,1942.3559665679932,416.0,3104.0,60.19971537590027,436.524875,Tesla T4
fw-large-v3-turbo,large-v3-turbo,faster-whisper,whisper,voxpopuli_lt,300,42,0,0.30365853658536585,0.18509537665696735,17.36650939946856,17.14466523714794,10.751487771987298,647.752426919483,541.3587093353271,698.9222288131714,288.0,1696.0,28.412880182266235,436.524875,Tesla T4
whisper-large-v3,openai/whisper-large-v3,transformers,whisper,fleurs_lt,300,300,0,0.22691734921816828,0.05919341397510038,3.245575606997053,3.0386633258793814,2.3548185176723977,3445.5227200190225,3244.9731826782227,4801.604652404785,0.0,3172.0,1038.8309025764465,3332.880000000001,Tesla T4
whisper-small,openai/whisper-small,transformers,whisper,common_voice_25_lt,300,300,0,0.7265325670498084,0.2129204892966361,11.84305572734997,11.271359102828475,8.464988784467437,503.3616344134013,485.9590530395508,724.2435932159425,0.0,478.0,152.74568223953247,1719.7432499999986,Tesla T4
fw-large-v3,large-v3,faster-whisper,whisper,common_voice_25_lt,300,300,0,0.30603448275862066,0.07320336391437308,7.150585488195756,6.836540190240658,5.406004252632575,798.7256987889608,777.4691581726074,994.5892095565797,288.0,3104.0,241.3434600830078,1719.7432499999986,Tesla T4
whisper-large-v3,openai/whisper-large-v3,transformers,whisper,common_voice_22_lt,300,300,0,0.281786941580756,0.06478613326303302,3.5600209368790736,3.46634466718452,2.6947827142662693,1580.810357729594,1555.8313131332397,2150.6927013397217,0.0,3172.0,476.2617509365082,1663.3672499999998,Tesla T4
whisper-base,openai/whisper-base,transformers,whisper,voxpopuli_lt,300,42,0,0.8097560975609757,0.33624312964759134,16.780148156309856,16.338489899233398,12.867287295331842,629.5049247287568,620.6880807876587,897.715163230896,0.0,130.0,27.468388080596924,436.524875,Tesla T4
parakeet-tdt-0.6b-v3,nvidia/parakeet-tdt-0.6b-v3,nemo,parakeet,voxpopuli_lt,300,42,0,0.2975609756097561,0.1783058519236987,70.86490726242529,73.25370184904224,52.73140381064176,144.01524407523019,131.92832469940186,213.02795410156247,0.0,2450.0,7.118502616882324,436.524875,Tesla T4
whisper-tiny,openai/whisper-tiny,transformers,whisper,common_voice_22_lt,300,300,0,1.0937653411880217,0.4743953074540302,28.721031740742102,27.716766266152806,21.068677883896378,235.92503786087036,191.69354438781738,278.76417636871344,0.0,74.0,72.87227725982666,1663.3672499999998,Tesla T4
whisper-base,openai/whisper-base,transformers,whisper,common_voice_22_lt,300,300,0,0.9091801669121257,0.2985566466750148,22.730328075930807,21.966015339015485,16.782765913067255,252.47359037399292,242.26832389831543,357.28862285614014,0.0,130.0,77.84476351737976,1663.3672499999998,Tesla T4
whisper-tiny,openai/whisper-tiny,transformers,whisper,common_voice_25_lt,300,300,0,1.1839080459770115,0.5635830784913354,28.279902411817428,27.158548173277957,20.379109090119613,265.5673909187317,198.77398014068604,309.7636222839356,0.0,74.0,81.48338317871094,1719.7432499999986,Tesla T4
parakeet-tdt-lt,sliderforthewin/parakeet-tdt-lt,nemo,parakeet,voxpopuli_lt,300,42,0,0.2975609756097561,0.19382476559974135,130.27962813823757,120.39726156003702,78.04105917652844,79.04434204101562,75.75571537017822,90.69802761077881,0.0,0.0,5.845730781555176,436.524875,unknown
fw-large-v3-turbo,large-v3-turbo,faster-whisper,whisper,common_voice_25_lt,300,300,0,0.36590038314176243,0.0971585117227319,13.269138934909082,12.7353689881926,9.339266666062802,430.7008870442708,425.11963844299316,466.95921421051025,288.0,1696.0,130.95203232765198,1719.7432499999986,Tesla T4
whisper-medium,openai/whisper-medium,transformers,whisper,common_voice_25_lt,300,300,0,0.5268199233716475,0.1381880733944954,5.612442267277676,5.366482139852205,4.133915934853099,1052.864822546641,1018.4926986694336,1469.539093971253,0.0,1446.0,317.59346628189087,1719.7432499999986,Tesla T4
whisper-large-v2,openai/whisper-large-v2,transformers,whisper,common_voice_25_lt,300,300,0,0.3936781609195402,0.10384811416921509,3.5818694364307424,3.4147706747333233,2.61298964794988,1642.4536569913228,1589.2212390899658,2316.535377502442,0.0,3288.875,507.8524751663208,1719.7432499999986,Tesla T4
fw-large-v3-turbo,large-v3-turbo,faster-whisper,whisper,common_voice_22_lt,300,300,0,0.32547864506627394,0.08139458248204047,12.963160671885017,12.538510577715126,9.47410172176503,424.0055497487386,421.00775241851807,461.89215183258057,288.0,1696.0,129.24998712539673,1663.3672499999998,Tesla T4
whisper-large-v3,openai/whisper-large-v3,transformers,whisper,voxpopuli_lt,300,42,0,0.6073170731707317,0.5459101196249596,2.7226459139423067,2.8542849466076676,2.096788616179348,5112.902879714966,3485.422134399414,6926.135540008544,0.0,3172.0,216.04923391342163,436.524875,Tesla T4
whisper-small,openai/whisper-small,transformers,whisper,fleurs_lt,300,300,0,0.6600893521965748,0.18566125407207254,9.9544239458798,9.246999961167784,7.170351721855114,1127.395321528117,1065.9362077713013,1565.25993347168,0.0,478.0,343.747437953949,3332.880000000001,Tesla T4
whisper-base,openai/whisper-base,transformers,whisper,fleurs_lt,300,300,0,0.8763961280714817,0.31086643602111164,18.596884477464034,17.45455653908965,13.3946039473961,616.6681591669718,565.4188394546509,882.059931755066,0.0,130.0,189.44848608970642,3332.880000000001,Tesla T4
whisper-tiny,openai/whisper-tiny,transformers,whisper,fleurs_lt,300,300,0,1.1839166046165301,0.5201646506224905,23.0648199277095,22.14683901605386,16.88642245588131,576.6089471181234,447.39603996276855,762.7140283584597,0.0,74.0,177.445396900177,3332.880000000001,Tesla T4
fw-large-v3-turbo,large-v3-turbo,faster-whisper,whisper,fleurs_lt,300,300,0,0.24274013402829486,0.06207227455238769,19.864141631938413,18.5180197078518,13.456505336065169,546.7039831479391,534.4753265380859,636.3775730133057,288.0,1696.0,168.61314487457275,3332.880000000001,Tesla T4
whisper-large-v2,openai/whisper-large-v2,transformers,whisper,common_voice_22_lt,300,300,0,0.37653411880216003,0.09266460159493838,3.486386931480866,3.4188822960572356,2.611803894515494,1618.7137357393901,1574.0633010864258,2189.547348022461,0.0,3288.875,488.66564106941223,1663.3672499999998,Tesla T4
whisper-tiny,openai/whisper-tiny,transformers,whisper,voxpopuli_lt,300,42,0,1.0560975609756098,0.5295829291949563,20.751127900817597,21.415187540854706,16.615927773039168,609.6669208435785,465.4916524887085,927.2096157073972,0.0,74.0,26.660470962524414,436.524875,Tesla T4
whisper-large-v3-turbo,openai/whisper-large-v3-turbo,transformers,whisper,voxpopuli_lt,300,42,0,0.8414634146341463,0.4049466537342386,14.265017788627326,13.076523396400898,10.102253741583214,824.2569140025547,700.2516984939575,1162.1179103851316,0.0,1660.0,35.994290828704834,436.524875,Tesla T4
whisper-large-v2,openai/whisper-large-v2,transformers,whisper,fleurs_lt,300,300,0,0.27661950856291884,0.0709613879138362,3.160211441094453,2.9487195031861706,2.3124296611648294,3539.200553894043,3329.0823698043823,4977.060389518738,0.0,3288.875,1066.5650570392609,3332.880000000001,Tesla T4
