model_key,model_id,backend,family,dataset_key,sample_cap,num_clips,failed_clips,wer,cer,rtfx_mean,rtfx_p50,rtfx_p10,latency_ms_mean,latency_ms_p50,latency_ms_p90,gpu_peak_mem_mb,model_load_mem_mb,wall_time_s,audio_duration_s_total,gpu_name
gemma-4-E2B-it,google/gemma-4-E2B-it,transformers,gemma4,fleurs_es,30,30,0,0.04956629491945477,0.025940640336527227,4.555993203708227,4.375729007706248,3.877973099520963,2579.356869061788,2547.2264289855957,3382.6231002807617,38.0,10016.875,79.66479706764221,348.96,Tesla T4
gemma-4-E2B-it,google/gemma-4-E2B-it,transformers,gemma4,common_voice_22_en,30,30,0,0.1568627450980392,0.08620689655172414,5.306653792235574,5.2122452257471465,3.6557079741309386,1029.8851013183594,975.325345993042,1534.5376253128052,26.0,10016.875,51.86012601852417,157.39200000000002,Tesla T4
gemma-4-E2B-it,google/gemma-4-E2B-it,transformers,gemma4,common_voice_22_es,30,30,0,0.18305084745762712,0.10858895705521472,5.129666561268498,4.8265646524666295,3.7938596726781926,1230.4963032404582,1297.7830171585083,1756.4876079559326,2.0,10016.875,41.02737307548523,176.98799999999997,Tesla T4
gemma-4-E4B-it,google/gemma-4-E4B-it,transformers,gemma4,fleurs_lt,30,30,0,0.3781021897810219,0.11641025641025642,0.13211718806427714,0.1312449490324032,0.10775612624101456,83477.80106067657,77053.1667470932,122875.66587924957,5520.0,7940.875,2525.7316043376923,322.9200000000001,Tesla T4
gemma-4-E2B-it,google/gemma-4-E2B-it,transformers,gemma4,common_voice_22_lt,30,30,0,0.6255924170616114,0.22316602316602316,3.873106133963801,3.75848209600222,3.0189405613029305,1340.5242681503296,1241.9015169143677,1860.3780031204226,0.0,10016.875,41.79555034637451,154.01999999999998,Tesla T4
gemma-4-E2B-it,google/gemma-4-E2B-it,transformers,gemma4,fleurs_lt,30,30,0,0.4291970802919708,0.14564102564102563,3.021740892720515,2.9335137626960224,2.5179974988106477,3631.361508369446,3351.9803285598755,5428.265976905823,0.0,10016.875,111.08219075202942,322.9200000000001,Tesla T4
gemma-4-E2B-it,google/gemma-4-E2B-it,transformers,gemma4,voxpopuli_lt,30,30,0,0.48261474269819193,0.24856156501726123,2.939610378189117,2.861777065384708,2.4231090832485416,3633.8891983032227,3440.1098489761353,5407.43718147278,0.0,10016.875,110.28380513191223,322.11375,Tesla T4
gemma-4-E4B-it,google/gemma-4-E4B-it,transformers,gemma4,common_voice_22_en,30,30,0,0.12941176470588237,0.0727136431784108,0.30373690731300923,0.25724382196700146,0.17924138183972282,19701.05250676473,18965.487480163574,32110.427498817444,5486.0,7940.875,613.713093996048,157.39200000000002,Tesla T4
gemma-4-E4B-it,google/gemma-4-E4B-it,transformers,gemma4,voxpopuli_lt,30,30,0,0.4228094575799722,0.21311852704257767,0.1368834345508718,0.12953296117729013,0.10936193433109527,79419.02228991191,74023.40126037598,128768.49558353426,5472.0,7940.875,2407.3299973011017,322.11375,Tesla T4
gemma-4-E4B-it,google/gemma-4-E4B-it,transformers,gemma4,common_voice_22_lt,30,30,0,0.6255924170616114,0.20617760617760617,0.18005435469831269,0.17482386936379474,0.12454469892357208,29437.35126654307,26738.046407699585,43359.16459560394,5452.0,7940.875,884.7889263629913,154.01999999999998,Tesla T4
gemma-4-E4B-it,google/gemma-4-E4B-it,transformers,gemma4,fleurs_es,30,30,0,0.03717472118959108,0.014021967749474177,0.21977427941529523,0.21155231774185446,0.1893987207139772,54594.535644849144,51731.30488395691,72282.72423744202,5466.0,7940.875,1643.5225114822388,348.96,Tesla T4
gemma-4-E4B-it,google/gemma-4-E4B-it,transformers,gemma4,common_voice_22_es,30,30,0,0.17966101694915254,0.10736196319018405,0.32109461604714085,0.24334868958602146,0.1906459381403176,23341.531070073444,25395.17378807068,35237.49620914459,5406.0,7940.875,704.6862323284149,176.98799999999997,Tesla T4
